270,Nobsa,6
271,Nuevo Colón,6
272,Oicatá,6
273,Otanche,6
274,Pachavita,6
275,Páez,6
276,Paipa,6
277,Pajarito,6
278,Panqueba,6
279,Pauna,6
280,Paya,6
281,Pesca,6
282,Pisba,6
283,Puerto Boyacá,6
284,Quípama,6
285,Ramiriquí,6
286,Ráquira,6
287,Rondón,6
288,Saboyá,6
289,Sáchica,6
290,Samacá,6
291,San Eduardo,6
292,San Mateo,6
293,Santana,6
294,Santa María,6
295,Santa Sofía,6
296,Sativanorte,6
297,Sativasur,6
298,Siachoque,6
299,Soatá,6
300,Socotá,6
301,Socha,6
302,Sogamoso,6
303,Somondoco,6
304,Sora,6
305,Sotaquirá,6
306,Soracá,6
307,Susacón,6
308,Sutamarchán,6
309,Sutatenza,6
310,Tasco,6
311,Tenza,6
312,Tibaná,6
313,Tinjacá,6
314,Tipacoque,6
315,Toca,6
316,Tópaga,6
317,Tota,6
318,Turmequé,6
319,Tutazá,6
320,Umbita,6
321,Ventaquemada,6
322,Viracachá,6
323,Zetaquira,6
324,Togüí,6
325,Villa de Leyva,6
326,Paz de Río,6
327,Santa Rosa de Viterbo,6
328,San Pablo de Borbur,6
329,San Luis de Gaceno,6
330,San José de Pare,6
331,San Miguel de Sema,6
332,Tuta,6
333,Tibasosa,6
334,La Uvita,6
335,Belén,6
336,Manizales,7
337,Aguadas,7
338,Anserma,7
339,Aranzazu,7
340,Belalcázar,7
341,Chinchiná,7
342,Filadelfia,7
343,La Dorada,7
344,La Merced,7
345,Manzanares,7
346,Marmato,7
347,Marulanda,7
348,Neira,7
349,Norcasia,7
350,Pácora,7
351,Palestina,7
352,Pensilvania,7
353,Riosucio,7
354,Risaralda ,7
355,Salamina,7
356,Samaná,7
357,San José,7
358,Supía,7
359,Victoria,7
360,Villamaría,7
361,Viterbo,7
362,Marquetalia,7
363,Florencia,8
364,Albania,8
365,Curillo,8
366,El Doncello,8
367,El Paujil,8
368,Morelia,8
369,Puerto Rico,8
370,Solano,8
371,Solita,8
372,Valparaíso,8
373,San José del Fragua,8
374,Belén de Los Andaquies,8
375,Cartagena del Chairá,8
376,Milán,8
377,La Montañita,8
378,San Vicente del Caguán,8
379,Yopal,9
380,Aguazul,9
381,Chámeza,9
382,Hato Corozal,9
383,La Salina,9
384,Monterrey,9
385,Pore,9
386,Recetor,9
387,Sabanalarga,9
388,Sácama,9
389,Tauramena,9
390,Trinidad,9
391,Villanueva,9
392,San Luis de Gaceno,9
393,Paz de Ariporo,9
394,Nunchía,9
395,Maní,9
396,Támara,9
397,Orocué,9
398,Popayán,10
399,Almaguer,10
400,Argelia,10
401,Balboa,10
402,Cauca,10
403,Buenos Aires,10
404,Cajibío,10
405,Caldono,10
406,Caloto,10
407,Corinto,10
408,El Tambo,10
409,Florencia,10
410,Guachené,10
411,Guapi,10
412,Inzá,10
413,Jambaló,10
414,La Sierra,10
415,La Vega,10
416,López,10
417,Mercaderes,10
418,Miranda,10
419,Morales,10
420,Padilla,10
421,Patía,10
422,Piamonte,10
423,Piendamó,10
424,Puerto Tejada,10
425,Puracé,10
426,Rosas,10
427,Santa Rosa,10
428,Silvia,10
429,Sotara,10
430,Suárez,10
431,Sucre,10
432,Timbío,10
433,Timbiquí,10
434,Toribio,10
435,Totoró,10
436,Villa Rica,10
437,Santander de Quilichao,10
438,San Sebastián,10
439,Páez,10
440,Valledupar,11
441,Aguachica,11
442,Agustín Codazzi,11
443,Astrea,11
444,Becerril,11
445,Bosconia,11
446,Chimichagua,11
447,Chiriguaná,11
448,Curumaní,11
449,El Copey,11
450,El Paso,11
451,Gamarra,11
452,González,11
453,La Gloria,11
454,Manaure,11
455,Pailitas,11
456,Pelaya,11
457,Pueblo Bello,11
458,La Paz,11
459,San Alberto,11
460,San Diego,11
461,San Martín,11
462,Tamalameque,11
463,Río de Oro,11
464,La Jagua de Ibirico,11
465,Istmina,12
466,Quibdó,12
467,Acandí,12
468,Alto Baudo,12
469,Atrato,12
470,Bagadó,12
471,Bahía Solano,12
472,Bajo Baudó,12
473,Bojaya,12
474,Cértegui,12
475,Condoto,12
476,Juradó,12
477,Lloró,12
478,Medio Atrato,12
479,Medio Baudó,12
480,Medio San Juan,12
481,Nóvita,12
482,Nuquí,12
483,Río Iro,12
484,Río Quito,12
485,Riosucio,12
486,Sipí,12
487,Unguía,12
488,El Litoral del San Juan,12
489,El Cantón del San Pablo,12
490,El Carmen de Atrato,12
491,San José del Palmar,12
492,Belén de Bajira,12
493,Carmen del Darien,12
494,Tadó,12
495,Unión Panamericana,12
496,San Bernardo del Viento,13
497,Montería,13
498,Ayapel,13
499,Buenavista,13
500,Canalete,13
501,Cereté,13
502,Chimá,13
503,Chinú,13
504,Cotorra,13
505,Lorica,13
506,Los Córdobas,13
507,Momil,13
508,Moñitos,13
509,Planeta Rica,13
510,Pueblo Nuevo,13
511,Puerto Escondido,13
512,Purísima,13
513,Sahagún,13
514,San Andrés Sotavento,13
515,San Antero,13
516,San Pelayo,13
517,Tierralta,13
518,Tuchín,13
519,Valencia,13
520,San José de Uré,13
521,Ciénaga de Oro,13
522,San Carlos,13
523,Montelíbano,13
524,La Apartada,13
525,Puerto Libertador,13
526,Anapoima,14
527,Arbeláez,14
528,Beltrán,14
529,Bituima,14
530,Bojacá,14
531,Cabrera,14
532,Cachipay,14
533,Cajicá,14
534,Caparrapí,14
535,Caqueza,14
536,Chaguaní,14
537,Chipaque,14
538,Choachí,14
539,Chocontá,14
540,Cogua,14
541,Cota,14
542,Cucunubá,14
543,El Colegio,14
544,El Rosal,14
545,Fomeque,14
546,Fosca,14
547,Funza,14
548,Fúquene,14
549,Gachala,14
550,Gachancipá,14
551,Gachetá,14
552,Girardot,14
553,Granada,14
554,Guachetá,14
555,Guaduas,14
556,Guasca,14
557,Guataquí,14
558,Guatavita,14
559,Guayabetal,14
560,Gutiérrez,14
561,Jerusalén,14
562,Junín,14
563,La Calera,14
564,La Mesa,14
565,La Palma,14
566,La Peña,14
567,La Vega,14
568,Lenguazaque,14
569,Macheta,14
570,Madrid,14
571,Manta,14
572,Medina,14
573,Mosquera,14
574,Nariño,14
575,Nemocón,14
576,Nilo,14
577,Nimaima,14
578,Nocaima,14
579,Venecia,14
580,Pacho,14
581,Paime,14
582,Pandi,14
583,Paratebueno,14
584,Pasca,14
585,Puerto Salgar,14
586,Pulí,14
587,Quebradanegra,14
588,Quetame,14
589,Quipile,14
590,Apulo,14
591,Ricaurte,14
592,San Bernardo,14
593,San Cayetano,14
594,San Francisco,14
595,Sesquilé,14
596,Sibaté,14
597,Silvania,14
598,Simijaca,14
599,Soacha,14
600,Subachoque,14
601,Suesca,14
602,Supatá,14
603,Susa,14
604,Sutatausa,14
605,Tabio,14
606,Tausa,14
607,Tena,14
608,Tenjo,14
609,Tibacuy,14
610,Tibirita,14
611,Tocaima,14
612,Tocancipá,14
613,Topaipí,14
614,Ubalá,14
615,Ubaque,14
616,Une,14
617,Útica,14
618,Vianí,14
619,Villagómez,14
620,Villapinzón,14
621,Villeta,14
622,Viotá,14
623,Zipacón,14
624,San Juan de Río Seco,14
625,Villa de San Diego de Ubate,14
626,Guayabal de Siquima,14
627,San Antonio del Tequendama,14
628,Agua de Dios,14
629,Carmen de Carupa,14
630,Vergara,14
631,Albán,14
632,Anolaima,14
633,Chía,14
634,El Peñón,14
635,Sopó,14
636,Gama,14
637,Sasaima,14
638,Yacopí,14
639,Fusagasugá,14
640,Zipaquirá,14
641,Facatativá,14
642,Inírida,15
643,Barranco Minas,15
644,Mapiripana,15
645,San Felipe,15
646,Puerto Colombia,15
647,La Guadalupe,15
648,Cacahual,15
649,Pana Pana,15
650,Morichal,15
651,Calamar,16
652,San José del Guaviare,16
653,Miraflores,16
654,El Retorno,16
655,Neiva,17
656,Acevedo,17
657,Agrado,17
658,Aipe,17
659,Algeciras,17
660,Altamira,17
661,Baraya,17
662,Campoalegre,17
663,Colombia,17
664,Elías,17
665,Garzón,17
666,Gigante,17
667,Guadalupe,17
668,Hobo,17
669,Iquira,17
670,Isnos,17
671,La Argentina,17
672,La Plata,17
673,Nátaga,17
674,Oporapa,17
675,Paicol,17
676,Palermo,17
677,Palestina,17
678,Pital,17
679,Pitalito,17
680,Rivera,17
681,Saladoblanco,17
682,Santa María,17
683,Suaza,17
684,Tarqui,17
685,Tesalia,17
686,Tello,17
687,Teruel,17
688,Timaná,17
689,Villavieja,17
690,Yaguará,17
691,San Agustín,17
692,Riohacha,18
693,Albania,18
694,Barrancas,18
695,Dibula,18
696,Distracción,18
697,El Molino,18
698,Fonseca,18
699,Hatonuevo,18
700,Maicao,18
701,Manaure,18
702,Uribia,18
703,Urumita,18
704,Villanueva,18
705,La Jagua del Pilar,18
706,San Juan del Cesar ,18
707,Santa Marta,19
708,Algarrobo,19
709,Aracataca,19
710,Ariguaní,19
711,Cerro San Antonio,19
712,Chivolo,19
713,Concordia,19
714,El Banco,19
715,El Piñon,19
716,El Retén,19
717,Fundación,19
718,Guamal,19
719,Nueva Granada,19
720,Pedraza,19
721,Pivijay,19
722,Plato,19
723,Remolino,19
724,Salamina,19
725,San Zenón,19
726,Santa Ana,19
727,Sitionuevo,19
728,Tenerife,19
729,Zapayán,19
730,Zona Bananera,19
731,San Sebastián de Buenavista,19
732,Sabanas de San Angel,19
733,Pijiño del Carmen,19
734,Santa Bárbara de Pinto,19
735,Pueblo Viejo,19
736,Ciénaga,19
737,Uribe,20
738,Villavicencio,20
739,Acacias,20
740,Cabuyaro,20
741,Cubarral,20
742,Cumaral,20
743,El Calvario,20
744,El Castillo,20
745,El Dorado,20
746,Granada,20
747,Guamal,20
748,Mapiripán,20
749,Mesetas,20
750,La Macarena,20
751,Lejanías,20
752,Puerto Concordia,20
753,Puerto Gaitán,20
754,Puerto López,20
755,Puerto Lleras,20
756,Puerto Rico,20
757,Restrepo,20
758,San Juanito,20
759,San Martín,20
760,Vista Hermosa,20
761,Barranca de Upía,20
762,Fuente de Oro,20
763,San Carlos de Guaroa,20
764,San Juan de Arama,20
765,Castilla la Nueva,20
766,Santacruz,21
767,Pasto,21
768,Albán,21
769,Aldana,21
770,Ancuyá,21
771,Barbacoas,21
772,Colón,21
773,Consaca,21
774,Contadero,21
775,Córdoba,21
776,Cuaspud,21
777,Cumbal,21
778,Cumbitara,21
779,El Charco,21
780,El Peñol,21
781,El Rosario,21
782,El Tambo,21
783,Funes,21
784,Guachucal,21
785,Guaitarilla,21
786,Gualmatán,21
787,Iles,21
788,Imués,21
789,Ipiales,21
790,La Cruz,21
791,La Florida,21
792,La Llanada,21
793,La Tola,21
794,La Unión,21
795,Leiva,21
796,Linares,21
797,Los Andes,21
798,Magüí,21
799,Mallama,21
800,Mosquera,21
801,Córdoba,21
802,Olaya Herrera,21
803,Ospina,21
804,Francisco Pizarro,21
805,Policarpa,21
806,Potosí,21
807,Providencia,21
808,Puerres,21
809,Pupiales,21
810,Ricaurte,21
811,Roberto Payán,21
812,Samaniego,21
813,Sandoná,21
814,San Bernardo,21
815,San Lorenzo,21
816,San Pablo,21
817,Santa Bárbara,21
818,Sapuyes,21
819,Taminango,21
820,Tangua,21
821,Túquerres,21
822,Yacuanquer,21
823,San Pedro de Cartago,21
824,El Tablón de Gómez,21
825,Buesaco,21
826,San Andrés de Tumaco,21
827,Belén,21
828,Chachagüí,21
829,Arboleda,21
830,Silos,22
831,Cácota,22
832,Toledo,22
833,Mutiscua,22
834,El Zulia,22
835,Salazar,22
836,Cucutilla,22
837,Puerto Santander ,22
838,Gramalote,22
839,El Tarra,22
840,Teorama,22
841,Arboledas,22
842,Lourdes,22
843,Bochalema,22
844,Convención,22
845,Hacarí,22
846,Herrán,22
847,Tibú,22
848,San Cayetano,22
849,San Calixto,22
850,La Playa,22
851,Chinácota,22
852,Ragonvalia,22
853,La Esperanza,22
854,Villa del Rosario,22
855,Chitagá,22
856,Sardinata,22
857,Abrego,22
858,Los Patios,22
859,Ocaña,22
860,Bucarasica,22
861,Santiago,22
862,Labateca,22
863,Cachirá,22
864,Villa Caro,22
865,Durania,22
866,Pamplona,22
867,Pamplonita,22
868,Cúcuta,22
869,El Carmen,22
870,Mocoa,23
871,Colón,23
872,Orito,23
873,Puerto Caicedo,23
874,Puerto Guzmán,23
875,Leguízamo,23
876,Sibundoy,23
877,San Francisco,23
878,San Miguel,23
879,Santiago,23
880,Valle de Guamez,23
881,Puerto Asís,23
882,Villagarzón,23
883,Armenia,24
884,Buenavista,24
885,Circasia,24
886,Córdoba,24
887,Filandia,24
888,La Tebaida,24
889,Montenegro,24
890,Pijao,24
891,Quimbaya,24
892,Salento,24
893,Calarcá,24
894,Génova,24
895,Pereira,25
896,Apía,25
897,Balboa,25
898,Dosquebradas,25
899,Guática,25
900,La Celia,25
901,La Virginia,25
902,Marsella,25
903,Mistrató,25
904,Pueblo Rico,25
905,Quinchía,25
906,Santuario,25
907,Santa Rosa de Cabal,25
908,Belén de Umbría,25
909,Providencia,26
910,San Andrés,26
911,Puerto Wilches,27
912,Puerto Parra,27
913,Bucaramanga,27
914,Aguada,27
915,Albania,27
916,Aratoca,27
917,Barbosa,27
918,Barichara,27
919,Barrancabermeja,27
920,Betulia,27
921,Bolívar,27
922,Cabrera,27
923,California,27
924,Carcasí,27
925,Cepitá,27
926,Cerrito,27
927,Charalá,27
928,Charta,27
929,Chipatá,27
930,Cimitarra,27
931,Concepción,27
932,Confines,27
933,Contratación,27
934,Coromoro,27
935,Curití,27
936,El Guacamayo,27
937,El Playón,27
938,Encino,27
939,Enciso,27
940,Florián,27
941,Floridablanca,27
942,Galán,27
943,Gambita,27
944,Girón,27
945,Guaca,27
946,Guadalupe,27
947,Guapotá,27
948,Guavatá,27
949,Güepsa,27
950,Jesús María,27
951,Jordán,27
952,La Belleza,27
953,Landázuri,27
954,La Paz,27
955,Lebríja,27
956,Los Santos,27
957,Macaravita,27
958,Málaga,27
959,Matanza,27
960,Mogotes,27
961,Molagavita,27
962,Ocamonte,27
963,Oiba,27
964,Onzaga,27
965,Palmar,27
966,Páramo,27
967,Piedecuesta,27
968,Pinchote,27
969,Puente Nacional,27
970,Rionegro,27
971,San Andrés,27
972,San Gil,27
973,San Joaquín,27
974,San Miguel,27
975,Santa Bárbara,27
976,Simacota,27
977,Socorro,27
978,Suaita,27
979,Sucre,27
980,Suratá,27
981,Tona,27
982,Vélez,27
983,Vetas,27
984,Villanueva,27
985,Zapatoca,27
986,Palmas del Socorro,27
987,San Vicente de Chucurí,27
988,San José de Miranda,27
989,Santa Helena del Opón,27
990,Sabana de Torres,27
991,El Carmen de Chucurí,27
992,Valle de San José,27
993,San Benito,27
994,Hato,27
995,Chimá,27
996,Capitanejo,27
997,El Peñón,27
998,Sincelejo,28
999,Buenavista,28
1000,Caimito,28
1001,Coloso,28
1002,Coveñas,28
1003,Chalán,28
1004,El Roble,28
1005,Galeras,28
1006,Guaranda,28
1007,La Unión,28
1008,Los Palmitos,28
1009,Majagual,28
1010,Morroa,28
1011,Ovejas,28
1012,Palmito,28
1013,San Benito Abad,28
1014,San Marcos,28
1015,San Onofre,28
1016,San Pedro,28
1017,Sucre,28
1018,Tolú Viejo,28
1019,San Luis de Sincé,28
1020,San Juan de Betulia,28
1021,Santiago de Tolú,28
1022,Sampués,28
1023,Corozal,28
1024,Alpujarra,29
1025,Alvarado,29
1026,Ambalema,29
1027,Armero,29
1028,Ataco,29
1029,Cajamarca,29
1030,Chaparral,29
1031,Coello,29
1032,Coyaima,29
1033,Cunday,29
1034,Dolores,29
1035,Espinal,29
1036,Falan,29
1037,Flandes,29
1038,Fresno,29
1039,Guamo,29
1040,Herveo,29
1041,Honda,29
1042,Icononzo,29
1043,Mariquita,29
1044,Melgar,29
1045,Murillo,29
1046,Natagaima,29
1047,Ortega,29
1048,Palocabildo,29
1049,Piedras,29
1050,Planadas,29
1051,Prado,29
1052,Purificación,29
1053,Rio Blanco,29
1054,Roncesvalles,29
1055,Rovira,29
1056,Saldaña,29
1057,Santa Isabel,29
1058,Venadillo,29
1059,Villahermosa,29
1060,Villarrica,29
1061,Valle de San Juan,29
1062,Carmen de Apicala,29
1063,San Luis,29
1064,San Antonio,29
1065,Casabianca,29
1066,Anzoátegui,29
1067,Ibagué,29
1068,Líbano,29
1069,Lérida,29
1070,Suárez,29
1071,El Dovio,30
1072,Roldanillo,30
1073,Argelia,30
1074,Sevilla,30
1075,Zarzal,30
1076,El Cerrito,30
1077,Cartago,30
1078,Caicedonia,30
1079,El Cairo,30
1080,La Unión,30
1081,Restrepo,30
1082,Dagua,30
1083,Guacarí,30
1084,Ansermanuevo,30
1085,Bugalagrande,30
1086,La Victoria,30
1087,Ginebra,30
1088,Yumbo,30
1089,Obando,30
1090,Bolívar,30
1091,Cali,30
1092,San Pedro,30
1093,Guadalajara de Buga,30
1094,Calima,30
1095,Andalucía,30
1096,Pradera,30
1097,Yotoco,30
1098,Palmira,30
1099,Riofrío,30
1100,Alcalá,30
1101,Versalles,30
1102,El Águila,30
1103,Toro,30
1104,Candelaria,30
1105,La Cumbre,30
1106,Ulloa,30
1107,Trujillo,30
1108,Vijes,30
1109,Tuluá,30
1110,Florida,30
1111,Jamundí,30
1112,Buenaventura,30
1113,Mitú,31
1114,Carurú,31
1115,Taraira,31
1116,Papunahua,31
1117,Yavaraté,31
1118,Pacoa,31
1119,Puerto Carreño,32
1120,La Primavera,32
1121,Santa Rosalía,32
1122,Cumaribo,32
1123,Bogotá D.C.,33
